game_id,league_id,team_id_home,team_abbreviation_home,team_city_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,team_abbreviation_away,team_city_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
21800001,0,1610612738,BOS,Boston,34,14,6,18,1,4,1,15,9,11,1610612755,PHI,Philadelphia,50,5,16,4,0,16,10,14
21800002,0,1610612744,GSW,Golden State,58,20,13,14,4,3,0,21,8,21,1610612760,OKC,Oklahoma City,34,19,10,3,1,15,14,16
21800010,0,1610612750,MIN,Minnesota,54,14,16,4,6,9,0,11,6,11,1610612759,SAS,San Antonio,32,25,8,11,0,12,12,8
21800012,0,1610612743,DEN,Denver,42,15,12,11,9,6,1,11,11,9,1610612746,LAC,LA,48,14,8,8,2,14,6,10
21800025,0,1610612760,OKC,Oklahoma City,40,24,10,9,2,4,1,13,10,12,1610612746,LAC,LA,40,9,14,17,1,15,12,19
21800018,0,1610612751,BKN,Brooklyn,48,10,7,12,13,9,0,22,5,29,1610612752,NYK,New York,40,7,12,6,0,3,5,5
21800021,0,1610612750,MIN,Minnesota,56,13,18,21,6,5,1,14,8,19,1610612739,CLE,Cleveland,58,17,15,9,0,14,6,22
21800032,0,1610612742,DAL,Dallas,52,24,22,7,11,9,0,16,14,12,1610612750,MIN,Minnesota,40,12,29,15,0,17,15,28
21800028,0,1610612752,NYK,New York,40,10,11,1,2,9,0,16,14,15,1610612738,BOS,Boston,36,13,9,16,0,15,8,17
21800033,0,1610612756,PHX,Phoenix,30,11,9,0,0,1,0,19,7,21,1610612743,DEN,Denver,62,14,33,28,0,18,7,13
21800038,0,1610612743,DEN,Denver,48,11,17,13,8,9,2,10,19,12,1610612744,GSW,Golden State,44,12,11,12,1,19,11,19
21800037,0,1610612760,OKC,Oklahoma City,68,29,19,3,7,7,0,18,12,28,1610612758,SAC,Sacramento,68,7,18,17,3,20,8,26
21800042,0,1610612749,MIL,Milwaukee,52,16,5,19,2,5,1,15,5,19,1610612752,NYK,New York,50,16,7,1,1,12,11,13
21800040,0,1610612738,BOS,Boston,48,8,23,0,0,1,0,12,6,9,1610612753,ORL,Orlando,42,13,6,13,0,9,8,9
21800043,0,1610612754,IND,Indiana,44,14,8,5,14,6,0,15,8,13,1610612750,MIN,Minnesota,48,15,26,14,0,15,12,12
21800051,0,1610612743,DEN,Denver,72,25,18,27,0,3,0,12,7,14,1610612758,SAC,Sacramento,54,13,19,0,0,16,7,13
21800055,0,1610612750,MIN,Minnesota,38,17,10,1,2,0,1,16,14,23,1610612761,TOR,Toronto,56,17,15,17,1,17,6,15
21800054,0,1610612748,MIA,Miami,46,8,18,30,10,6,0,13,11,7,1610612752,NYK,New York,34,18,11,11,0,12,8,14
21800066,0,1610612743,DEN,Denver,74,17,16,8,19,17,0,19,6,26,1610612747,LAL,Los Angeles,64,11,20,7,1,14,8,16
21800071,0,1610612750,MIN,Minnesota,42,19,7,0,0,0,1,8,10,15,1610612749,MIL,Milwaukee,54,10,22,34,1,18,6,14
21800074,0,1610612738,BOS,Boston,40,9,15,29,3,2,0,13,8,8,1610612765,DET,Detroit,38,15,8,2,0,11,6,14
21800090,0,1610612751,BKN,Brooklyn,40,12,0,9,5,7,0,10,4,15,1610612752,NYK,New York,50,29,7,25,3,16,15,20
21800093,0,1610612747,LAL,Los Angeles,66,23,15,5,22,11,0,18,13,17,1610612750,MIN,Minnesota,48,16,21,10,1,15,8,20
21800095,0,1610612743,DEN,Denver,56,16,13,18,3,7,0,13,7,18,1610612740,NOP,New Orleans,56,12,9,9,0,22,6,27
21800099,0,1610612738,BOS,Boston,42,8,16,14,9,7,0,14,9,17,1610612765,DET,Detroit,50,13,10,2,0,17,4,19
21800103,0,1610612746,LAC,LA,52,5,24,13,1,2,1,25,11,38,1610612760,OKC,Oklahoma City,62,10,26,22,2,17,14,18
21800107,0,1610612762,UTA,Utah,64,23,8,6,11,11,0,14,9,15,1610612750,MIN,Minnesota,54,12,15,13,1,16,8,23
21800105,0,1610612754,IND,Indiana,64,17,8,9,11,14,0,15,6,17,1610612752,NYK,New York,32,9,3,6,0,17,10,20
21800115,0,1610612738,BOS,Boston,22,4,15,15,8,8,1,13,10,15,1610612749,MIL,Milwaukee,62,11,16,4,0,14,8,9
21800112,0,1610612739,CLE,Cleveland,50,16,8,12,2,2,1,14,9,19,1610612743,DEN,Denver,48,17,16,26,0,12,9,15
21800111,0,1610612766,CHA,Charlotte,46,13,31,19,6,10,1,18,13,21,1610612760,OKC,Oklahoma City,54,20,15,6,0,10,7,12
21800121,0,1610612752,NYK,New York,58,17,4,17,9,4,0,12,6,14,1610612742,DAL,Dallas,50,23,12,7,1,19,9,18
21800124,0,1610612750,MIN,Minnesota,38,7,7,4,12,1,0,5,8,6,1610612744,GSW,Golden State,42,8,23,17,0,16,9,17
21800131,0,1610612743,DEN,Denver,60,10,5,19,18,7,0,17,11,19,1610612762,UTA,Utah,52,14,9,9,1,13,6,15
21800138,0,1610612757,POR,Portland,52,22,13,36,4,4,1,17,7,13,1610612750,MIN,Minnesota,40,13,14,2,0,11,10,10
21800135,0,1610612764,WAS,Washington,50,12,13,15,0,3,0,13,6,19,1610612752,NYK,New York,52,13,13,0,2,20,10,22
21800148,0,1610612746,LAC,LA,48,11,5,11,15,5,0,12,6,15,1610612750,MIN,Minnesota,58,21,21,5,0,11,11,11
21800145,0,1610612738,BOS,Boston,50,13,13,18,9,7,0,12,3,15,1610612743,DEN,Denver,42,14,9,10,0,13,12,17
21800144,0,1610612740,NOP,New Orleans,54,11,9,5,10,2,1,21,7,28,1610612760,OKC,Oklahoma City,64,12,18,14,0,12,12,13
21800143,0,1610612741,CHI,Chicago,64,9,4,10,20,15,0,19,12,18,1610612752,NYK,New York,56,11,11,5,1,18,6,17
21800158,0,1610612743,DEN,Denver,42,15,17,8,8,7,3,19,10,23,1610612763,MEM,Memphis,42,9,10,8,1,18,11,22
21800162,0,1610612747,LAL,Los Angeles,46,14,24,7,20,13,0,16,7,22,1610612750,MIN,Minnesota,34,14,13,9,1,16,7,21
21800155,0,1610612752,NYK,New York,28,27,12,16,12,9,2,18,17,22,1610612737,ATL,Atlanta,52,23,14,7,0,17,9,24
21800164,0,1610612738,BOS,Boston,46,17,16,7,2,6,0,16,14,17,1610612756,PHX,Phoenix,44,8,11,22,0,15,8,17
21800163,0,1610612760,OKC,Oklahoma City,42,18,7,25,4,1,1,15,9,19,1610612745,HOU,Houston,38,19,11,1,1,17,6,16
21800173,0,1610612750,MIN,Minnesota,54,13,23,12,7,6,0,17,10,23,1610612758,SAC,Sacramento,52,13,38,15,1,13,8,13
21800181,0,1610612742,DAL,Dallas,52,6,11,24,5,4,0,16,10,15,1610612760,OKC,Oklahoma City,48,24,15,6,0,16,5,10
21800174,0,1610612761,TOR,Toronto,48,22,17,21,7,5,0,15,4,17,1610612752,NYK,New York,58,22,13,5,0,14,6,21
21800186,0,1610612753,ORL,Orlando,46,10,14,34,0,0,0,11,3,10,1610612752,NYK,New York,42,20,7,0,0,19,11,22
21800187,0,1610612743,DEN,Denver,32,12,12,5,19,20,0,10,10,15,1610612749,MIL,Milwaukee,44,9,12,11,1,13,5,16
21800196,0,1610612756,PHX,Phoenix,54,17,10,3,2,1,0,18,7,19,1610612760,OKC,Oklahoma City,46,23,13,28,1,14,9,19
21800195,0,1610612750,MIN,Minnesota,52,14,17,11,14,16,0,23,12,25,1610612751,BKN,Brooklyn,42,28,2,5,0,13,5,12
21800200,0,1610612745,HOU,Houston,48,10,8,15,18,10,1,15,10,25,1610612743,DEN,Denver,40,4,5,7,0,16,9,19
21800208,0,1610612740,NOP,New Orleans,52,14,11,2,2,1,0,18,16,20,1610612750,MIN,Minnesota,36,10,20,21,1,16,10,7
21800209,0,1610612760,OKC,Oklahoma City,64,19,23,27,0,0,0,16,8,15,1610612752,NYK,New York,52,12,20,0,0,18,9,36
21800204,0,1610612738,BOS,Boston,48,6,22,33,3,2,1,14,2,16,1610612741,CHI,Chicago,50,12,17,8,0,22,1,22
21800214,0,1610612743,DEN,Denver,68,14,18,46,0,0,0,15,10,18,1610612737,ATL,Atlanta,42,14,18,0,0,19,5,16
21800222,0,1610612752,NYK,New York,54,15,21,19,1,1,0,13,5,13,1610612740,NOP,New Orleans,68,19,20,6,0,15,14,17
21800216,0,1610612761,TOR,Toronto,52,13,12,10,9,11,1,14,9,23,1610612738,BOS,Boston,50,10,18,13,0,18,8,19
21800221,0,1610612750,MIN,Minnesota,56,16,9,24,0,2,0,12,5,10,1610612757,POR,Portland,46,20,6,0,0,18,10,22
21800233,0,1610612760,OKC,Oklahoma City,46,15,5,18,16,5,0,18,10,15,1610612756,PHX,Phoenix,42,9,20,3,1,15,11,10
21800229,0,1610612738,BOS,Boston,46,17,4,5,2,4,0,14,12,15,1610612762,UTA,Utah,42,8,11,22,1,15,9,16
21800234,0,1610612750,MIN,Minnesota,28,8,11,6,11,5,0,20,9,19,1610612763,MEM,Memphis,36,6,6,16,0,12,5,13
21800236,0,1610612752,NYK,New York,52,21,12,0,0,0,0,14,7,17,1610612753,ORL,Orlando,60,19,8,18,2,17,9,18
21800247,0,1610612758,SAC,Sacramento,50,18,19,19,2,5,0,15,7,22,1610612760,OKC,Oklahoma City,56,15,28,2,0,13,12,16
21800239,0,1610612766,CHA,Charlotte,44,11,6,13,18,9,1,14,8,14,1610612738,BOS,Boston,52,5,22,10,0,12,8,10
21800245,0,1610612743,DEN,Denver,44,13,12,17,15,11,1,18,10,32,1610612749,MIL,Milwaukee,58,18,10,8,3,18,10,18
21800251,0,1610612752,NYK,New York,40,14,5,10,15,12,0,15,7,16,1610612757,POR,Portland,36,18,3,11,1,12,9,4
21800264,0,1610612744,GSW,Golden State,30,8,16,2,3,4,0,17,8,24,1610612760,OKC,Oklahoma City,66,16,24,28,0,10,6,10
21800260,0,1610612750,MIN,Minnesota,46,12,8,6,15,8,1,18,10,12,1610612743,DEN,Denver,48,4,11,13,1,14,6,22
21800255,0,1610612752,NYK,New York,34,15,7,26,0,0,0,17,7,16,1610612738,BOS,Boston,42,23,15,0,0,8,10,5
21800274,0,1610612766,CHA,Charlotte,60,16,10,9,8,7,1,14,10,18,1610612760,OKC,Oklahoma City,48,17,17,13,0,14,11,19
21800276,0,1610612743,DEN,Denver,64,23,13,29,5,4,0,11,6,15,1610612753,ORL,Orlando,32,11,8,2,2,15,8,18
21800268,0,1610612737,ATL,Atlanta,54,6,29,0,0,1,1,21,12,24,1610612738,BOS,Boston,42,18,23,29,0,16,13,15
21800269,0,1610612752,NYK,New York,48,11,12,7,10,15,1,9,10,9,1610612740,NOP,New Orleans,54,26,4,9,0,14,14,16
21800265,0,1610612751,BKN,Brooklyn,36,6,5,6,5,4,1,19,10,31,1610612750,MIN,Minnesota,52,17,16,18,0,7,6,7
21800282,0,1610612743,DEN,Denver,52,21,10,25,4,4,4,18,15,17,1610612760,OKC,Oklahoma City,50,22,7,4,0,10,14,14
21800283,0,1610612742,DAL,Dallas,42,19,9,16,2,2,0,16,8,21,1610612738,BOS,Boston,42,13,15,1,1,18,6,22
21800281,0,1610612741,CHI,Chicago,36,13,15,5,5,6,2,15,11,13,1610612750,MIN,Minnesota,58,29,6,21,1,14,12,14
21800291,0,1610612752,NYK,New York,42,17,23,9,6,5,3,10,13,10,1610612763,MEM,Memphis,50,7,12,13,1,8,8,5
21800298,0,1610612740,NOP,New Orleans,34,17,13,2,1,1,0,22,8,32,1610612738,BOS,Boston,42,18,18,20,2,15,5,16
21800295,0,1610612750,MIN,Minnesota,44,11,10,14,5,3,1,9,13,10,1610612739,CLE,Cleveland,30,14,4,6,1,17,10,17
21800304,0,1610612743,DEN,Denver,56,15,13,32,2,4,1,12,5,14,1610612747,LAL,Los Angeles,56,4,12,1,0,12,6,14
21800301,0,1610612752,NYK,New York,38,9,4,8,5,1,0,13,5,14,1610612765,DET,Detroit,56,8,20,18,0,13,12,15
21800307,0,1610612752,NYK,New York,48,9,14,0,0,2,2,15,6,27,1610612755,PHI,Philadelphia,56,9,20,31,0,16,9,13
21800311,0,1610612759,SAS,San Antonio,42,15,11,2,5,1,1,19,4,26,1610612750,MIN,Minnesota,56,22,18,48,1,9,9,11
21800313,0,1610612760,OKC,Oklahoma City,56,8,13,20,8,8,0,13,6,9,1610612739,CLE,Cleveland,32,6,13,11,2,14,8,13
21800319,0,1610612738,BOS,Boston,54,19,18,33,4,5,0,10,8,16,1610612739,CLE,Cleveland,32,10,7,3,0,13,9,18
21800329,0,1610612743,DEN,Denver,44,14,11,17,4,3,1,12,7,8,1610612757,POR,Portland,66,18,12,1,0,14,7,14
21800348,0,1610612745,HOU,Houston,40,5,16,19,8,9,0,20,9,21,1610612750,MIN,Minnesota,44,14,7,14,0,14,14,12
21800343,0,1610612760,OKC,Oklahoma City,56,9,10,35,1,1,0,17,7,18,1610612765,DET,Detroit,46,9,9,2,2,17,12,23
21800347,0,1610612743,DEN,Denver,46,23,12,12,9,8,0,20,10,18,1610612761,TOR,Toronto,38,2,6,4,0,17,5,14
21800346,0,1610612764,WAS,Washington,48,10,17,16,2,2,0,10,8,13,1610612752,NYK,New York,38,20,5,11,0,16,10,18
21800362,0,1610612750,MIN,Minnesota,52,14,13,19,18,8,0,15,12,24,1610612766,CHA,Charlotte,46,17,11,15,0,10,7,10
21800365,0,1610612752,NYK,New York,36,17,7,0,0,0,1,17,4,20,1610612738,BOS,Boston,58,4,26,28,0,9,8,12
21800368,0,1610612743,DEN,Denver,52,21,14,5,3,7,0,9,9,12,1610612766,CHA,Charlotte,36,8,7,16,1,10,12,10
21800373,0,1610612741,CHI,Chicago,46,6,19,11,15,7,1,21,6,23,1610612760,OKC,Oklahoma City,56,10,22,10,0,22,9,28
21800380,0,1610612737,ATL,Atlanta,48,11,24,17,5,2,0,18,11,14,1610612743,DEN,Denver,46,19,10,15,0,15,13,17
21800382,0,1610612751,BKN,Brooklyn,60,19,7,19,3,5,4,16,17,23,1610612752,NYK,New York,48,15,4,4,1,13,9,8
21800383,0,1610612738,BOS,Boston,44,22,13,58,0,0,0,7,3,6,1610612741,CHI,Chicago,40,9,8,0,2,17,8,27
21800389,0,1610612766,CHA,Charlotte,54,9,12,28,0,2,0,12,10,12,1610612752,NYK,New York,40,12,10,0,0,17,6,27
21800393,0,1610612738,BOS,Boston,38,17,15,22,7,4,2,15,6,13,1610612740,NOP,New Orleans,50,7,9,2,0,13,9,15
21800398,0,1610612763,MEM,Memphis,48,4,4,7,15,9,0,14,2,18,1610612743,DEN,Denver,54,10,9,8,1,14,5,9
21800400,0,1610612750,MIN,Minnesota,54,18,13,0,0,1,0,16,8,27,1610612744,GSW,Golden State,22,20,13,16,1,17,8,14
21800396,0,1610612760,OKC,Oklahoma City,62,20,20,29,0,0,1,18,9,23,1610612762,UTA,Utah,62,15,9,0,0,20,8,23
21800409,0,1610612738,BOS,Boston,56,24,4,7,18,9,1,14,10,14,1610612764,WAS,Washington,60,8,19,11,0,15,9,11
21800411,0,1610612740,NOP,New Orleans,74,18,13,9,17,12,1,18,7,21,1610612760,OKC,Oklahoma City,48,18,17,4,0,18,11,17
21800414,0,1610612758,SAC,Sacramento,52,9,33,17,8,7,1,11,9,15,1610612750,MIN,Minnesota,70,17,15,4,0,11,9,10
21800420,0,1610612738,BOS,Boston,42,14,18,29,2,0,1,22,9,34,1610612737,ATL,Atlanta,38,16,24,1,0,24,13,44
21800421,0,1610612752,NYK,New York,50,9,19,6,8,2,0,10,15,8,1610612766,CHA,Charlotte,48,11,13,21,0,16,6,28
21800426,0,1610612743,DEN,Denver,52,18,6,12,4,2,0,20,5,16,1610612760,OKC,Oklahoma City,52,12,5,4,0,13,11,14
21800431,0,1610612765,DET,Detroit,44,10,4,16,17,9,2,20,9,20,1610612738,BOS,Boston,48,17,8,4,0,14,11,26
21800434,0,1610612760,OKC,Oklahoma City,54,8,20,17,5,4,1,12,7,10,1610612746,LAC,LA,30,5,10,2,0,26,8,22
21800435,0,1610612756,PHX,Phoenix,50,15,19,12,17,9,1,16,11,8,1610612750,MIN,Minnesota,42,9,15,6,0,11,12,16
21800438,0,1610612754,IND,Indiana,48,21,6,12,11,10,0,13,9,11,1610612752,NYK,New York,36,10,8,5,2,17,13,11
21800447,0,1610612760,OKC,Oklahoma City,60,12,27,30,2,0,1,20,7,21,1610612741,CHI,Chicago,56,11,9,6,2,25,6,24
21800446,0,1610612750,MIN,Minnesota,66,20,14,36,2,0,0,11,10,13,1610612758,SAC,Sacramento,36,12,17,1,0,15,6,21
21800444,0,1610612756,PHX,Phoenix,60,8,11,23,6,4,0,7,11,10,1610612752,NYK,New York,52,21,11,9,0,11,10,20
21800454,0,1610612743,DEN,Denver,64,9,15,10,15,10,1,16,8,17,1610612742,DAL,Dallas,44,8,12,7,0,8,9,8
21800458,0,1610612738,BOS,Boston,34,13,25,12,3,3,0,16,3,17,1610612756,PHX,Phoenix,44,20,12,13,0,17,12,28
21800463,0,1610612765,DET,Detroit,42,12,9,12,12,10,0,13,17,21,1610612750,MIN,Minnesota,54,18,12,14,0,7,12,10
21800457,0,1610612755,PHI,Philadelphia,52,9,18,26,3,4,1,10,3,14,1610612752,NYK,New York,44,4,13,3,0,8,10,12
21800466,0,1610612758,SAC,Sacramento,40,7,22,6,1,7,0,13,8,18,1610612760,OKC,Oklahoma City,60,17,19,23,1,18,9,24
21800475,0,1610612759,SAS,San Antonio,42,9,15,30,2,1,0,16,5,20,1610612750,MIN,Minnesota,46,13,11,1,0,12,7,18
21800472,0,1610612752,NYK,New York,52,4,11,15,3,3,1,13,6,19,1610612737,ATL,Atlanta,64,12,12,7,0,16,9,5
21800473,0,1610612738,BOS,Boston,42,10,21,9,1,0,0,5,10,5,1610612749,MIL,Milwaukee,46,8,14,26,1,21,9,28
21800479,0,1610612743,DEN,Denver,50,18,10,1,2,1,0,9,4,14,1610612746,LAC,LA,80,27,18,27,3,18,4,19
21800498,0,1610612745,HOU,Houston,54,23,13,9,15,12,1,20,9,21,1610612760,OKC,Oklahoma City,64,9,19,11,0,15,6,19
21800497,0,1610612749,MIL,Milwaukee,54,8,12,19,4,3,0,8,11,7,1610612752,NYK,New York,42,16,7,6,0,14,7,15
21800507,0,1610612741,CHI,Chicago,64,10,10,0,0,0,0,10,3,14,1610612750,MIN,Minnesota,52,16,10,31,1,12,12,14
21800510,0,1610612759,SAS,San Antonio,48,10,15,18,8,11,0,10,5,12,1610612743,DEN,Denver,28,16,15,6,1,13,14,9
21800513,0,1610612752,NYK,New York,28,10,2,10,7,1,0,10,12,9,1610612749,MIL,Milwaukee,52,20,11,16,0,15,9,14
21800512,0,1610612738,BOS,Boston,44,8,10,2,5,6,0,11,6,12,1610612745,HOU,Houston,46,18,9,17,0,13,4,12
21800525,0,1610612760,OKC,Oklahoma City,76,18,17,17,22,8,1,17,7,24,1610612756,PHX,Phoenix,48,12,13,6,0,17,10,19
21800524,0,1610612743,DEN,Denver,48,15,5,18,2,2,0,20,7,16,1610612759,SAS,San Antonio,54,16,8,2,0,10,10,9
21800522,0,1610612737,ATL,Atlanta,62,21,20,22,9,4,1,24,13,25,1610612750,MIN,Minnesota,54,17,13,9,0,14,13,20
21800532,0,1610612762,UTA,Utah,70,21,6,46,0,2,0,17,4,21,1610612752,NYK,New York,26,8,13,0,0,15,4,14
21800533,0,1610612743,DEN,Denver,46,11,10,25,0,0,0,21,8,30,1610612756,PHX,Phoenix,72,20,28,0,0,13,2,13
21800531,0,1610612763,MEM,Memphis,52,17,12,19,16,6,1,17,9,27,1610612738,BOS,Boston,36,8,18,9,0,17,6,19
21800537,0,1610612748,MIA,Miami,58,24,8,2,2,7,1,20,15,24,1610612750,MIN,Minnesota,50,12,10,13,1,11,6,12
21800546,0,1610612750,MIN,Minnesota,58,14,19,7,8,11,0,7,6,7,1610612740,NOP,New Orleans,50,11,24,15,0,15,9,20
21800545,0,1610612738,BOS,Boston,48,12,21,12,2,3,0,12,10,9,1610612759,SAS,San Antonio,48,6,14,15,0,11,6,12
21800547,0,1610612760,OKC,Oklahoma City,56,23,26,22,0,0,0,10,13,5,1610612742,DAL,Dallas,28,5,12,0,3,29,11,36
21800551,0,1610612743,DEN,Denver,52,17,5,9,11,9,1,9,15,9,1610612752,NYK,New York,50,11,7,10,1,9,4,9
21800562,0,1610612747,LAL,Los Angeles,54,6,27,6,8,11,0,17,10,16,1610612760,OKC,Oklahoma City,54,12,18,12,0,11,13,10
21800558,0,1610612738,BOS,Boston,52,7,23,22,0,1,0,16,7,14,1610612750,MIN,Minnesota,50,14,10,0,1,15,9,16
21800564,0,1610612758,SAC,Sacramento,52,6,19,15,8,8,0,8,6,10,1610612743,DEN,Denver,48,23,7,10,0,14,14,17
21800574,0,1610612747,LAL,Los Angeles,60,9,20,6,10,7,1,17,7,19,1610612752,NYK,New York,46,19,38,17,0,6,11,10
21800575,0,1610612760,OKC,Oklahoma City,46,12,18,10,16,6,1,11,8,10,1610612757,POR,Portland,54,10,8,11,0,12,7,15
21800571,0,1610612753,ORL,Orlando,50,9,14,19,3,4,0,11,7,15,1610612750,MIN,Minnesota,62,13,14,21,0,11,9,18
21800566,0,1610612738,BOS,Boston,36,11,16,23,0,0,1,13,5,9,1610612742,DAL,Dallas,44,14,14,0,0,14,8,13
21800588,0,1610612760,OKC,Oklahoma City,50,14,12,11,5,5,1,15,11,11,1610612764,WAS,Washington,56,22,8,23,0,9,11,13
21800585,0,1610612747,LAL,Los Angeles,42,12,10,1,1,0,0,21,15,23,1610612750,MIN,Minnesota,52,8,21,28,0,14,7,12
21800597,0,1610612752,NYK,New York,46,12,28,6,4,7,0,11,5,16,1610612757,POR,Portland,46,20,8,18,1,15,8,19
21800593,0,1610612745,HOU,Houston,32,7,10,18,9,11,0,15,12,19,1610612743,DEN,Denver,58,15,23,5,0,14,5,16
21800592,0,1610612751,BKN,Brooklyn,38,6,8,8,3,2,2,25,3,30,1610612738,BOS,Boston,56,4,24,24,1,14,4,8
21800603,0,1610612750,MIN,Minnesota,38,22,7,13,18,13,0,10,12,8,1610612760,OKC,Oklahoma City,54,15,11,6,0,16,12,17
21800605,0,1610612744,GSW,Golden State,52,22,33,33,11,3,1,16,7,18,1610612752,NYK,New York,50,14,21,3,1,17,9,22
21800601,0,1610612748,MIA,Miami,56,11,8,6,20,12,0,6,7,9,1610612743,DEN,Denver,52,23,7,9,0,16,11,14
21800607,0,1610612754,IND,Indiana,40,15,10,0,0,2,0,11,14,20,1610612738,BOS,Boston,56,12,33,31,1,14,4,16
21800618,0,1610612743,DEN,Denver,66,21,8,22,3,2,0,9,6,6,1610612746,LAC,LA,50,15,16,2,0,12,12,15
21800619,0,1610612760,OKC,Oklahoma City,64,22,25,8,5,8,0,13,10,20,1610612759,SAS,San Antonio,52,11,20,16,0,17,8,21
21800617,0,1610612748,MIA,Miami,46,14,16,26,5,3,1,9,8,10,1610612738,BOS,Boston,30,12,15,4,1,11,12,18
21800623,0,1610612754,IND,Indiana,58,18,17,21,6,1,0,14,3,23,1610612752,NYK,New York,48,19,11,1,1,17,9,23
21800632,0,1610612753,ORL,Orlando,36,13,9,9,3,2,0,15,5,20,1610612738,BOS,Boston,40,17,18,12,0,8,10,8
21800634,0,1610612759,SAS,San Antonio,52,12,7,13,4,4,0,14,6,21,1610612760,OKC,Oklahoma City,52,12,27,18,0,7,7,10
21800635,0,1610612743,DEN,Denver,36,9,21,1,6,2,2,17,15,26,1610612756,PHX,Phoenix,52,14,17,18,0,9,8,9
21800643,0,1610612743,DEN,Denver,56,8,4,10,19,14,1,12,8,10,1610612757,POR,Portland,42,16,3,9,0,9,6,15
21800638,0,1610612752,NYK,New York,46,5,16,0,0,1,0,10,9,10,1610612755,PHI,Philadelphia,56,23,10,24,1,17,14,14
21800645,0,1610612738,BOS,Boston,46,17,4,5,8,6,2,12,10,18,1610612751,BKN,Brooklyn,44,28,7,27,0,17,6,9
21800652,0,1610612755,PHI,Philadelphia,54,20,28,42,1,3,0,15,5,17,1610612750,MIN,Minnesota,46,9,12,2,0,11,8,16
21800655,0,1610612743,DEN,Denver,48,10,6,0,0,0,0,8,4,13,1610612744,GSW,Golden State,46,13,9,38,0,10,4,10
21800653,0,1610612737,ATL,Atlanta,68,18,10,16,11,16,1,19,5,18,1610612760,OKC,Oklahoma City,54,16,40,4,0,12,10,13
21800658,0,1610612761,TOR,Toronto,56,12,18,11,3,4,3,13,6,12,1610612738,BOS,Boston,54,11,15,16,1,15,4,18
21800670,0,1610612747,LAL,Los Angeles,56,18,12,10,19,15,1,24,9,31,1610612760,OKC,Oklahoma City,24,31,16,17,0,15,10,15
21800671,0,1610612763,MEM,Memphis,48,15,13,6,12,8,0,9,2,12,1610612738,BOS,Boston,34,9,12,16,0,17,7,20
21800674,0,1610612759,SAS,San Antonio,46,19,4,7,27,17,0,16,6,22,1610612750,MIN,Minnesota,42,15,6,10,1,12,9,18
21800687,0,1610612743,DEN,Denver,58,18,10,30,4,5,1,12,5,9,1610612739,CLE,Cleveland,48,7,12,4,2,14,6,22
21800683,0,1610612738,BOS,Boston,42,17,24,10,4,0,0,15,7,14,1610612737,ATL,Atlanta,52,11,9,16,0,20,5,16
21800691,0,1610612760,OKC,Oklahoma City,48,6,13,24,0,0,1,19,4,17,1610612752,NYK,New York,52,15,9,0,0,12,10,12
21800698,0,1610612748,MIA,Miami,44,16,17,2,5,4,1,20,12,28,1610612738,BOS,Boston,42,14,17,22,0,19,11,23
21800703,0,1610612760,OKC,Oklahoma City,44,12,28,12,4,5,1,11,8,23,1610612757,POR,Portland,52,19,6,2,1,20,8,29
21800705,0,1610612750,MIN,Minnesota,40,19,9,30,0,5,1,15,10,10,1610612756,PHX,Phoenix,50,7,17,0,1,14,14,17
21800715,0,1610612762,UTA,Utah,32,22,12,15,2,2,0,13,11,18,1610612743,DEN,Denver,54,18,12,1,2,16,7,21
21800707,0,1610612738,BOS,Boston,62,12,25,21,15,5,0,14,2,20,1610612739,CLE,Cleveland,48,23,6,5,1,21,9,27
21800717,0,1610612760,OKC,Oklahoma City,66,18,21,22,12,4,0,14,7,17,1610612740,NOP,New Orleans,72,15,16,4,0,12,9,20
21800719,0,1610612750,MIN,Minnesota,54,34,15,17,10,11,2,14,8,16,1610612747,LAL,Los Angeles,68,13,11,7,1,20,7,32
21800729,0,1610612762,UTA,Utah,38,12,8,23,1,2,0,11,13,13,1610612750,MIN,Minnesota,48,19,12,6,1,15,8,12
21800728,0,1610612756,PHX,Phoenix,46,2,14,0,0,2,1,16,4,13,1610612743,DEN,Denver,60,26,16,38,0,12,3,5
21800721,0,1610612752,NYK,New York,48,5,15,11,10,8,0,8,13,4,1610612751,BKN,Brooklyn,46,23,17,17,1,20,18,24
21800733,0,1610612743,DEN,Denver,74,12,13,18,0,3,1,11,14,10,1610612755,PHI,Philadelphia,40,10,12,0,0,12,7,14
21800741,0,1610612748,MIA,Miami,48,11,7,13,13,6,1,16,9,19,1610612752,NYK,New York,46,12,13,9,0,11,7,17
21800738,0,1610612760,OKC,Oklahoma City,44,13,15,19,5,2,1,12,13,11,1610612749,MIL,Milwaukee,44,12,8,8,0,14,8,20
21800740,0,1610612750,MIN,Minnesota,24,11,7,1,10,4,0,16,5,19,1610612762,UTA,Utah,50,14,8,14,0,9,14,14
21800746,0,1610612751,BKN,Brooklyn,44,29,23,3,6,5,0,17,14,27,1610612738,BOS,Boston,56,22,22,15,1,18,9,25
21800744,0,1610612752,NYK,New York,42,9,18,8,10,5,2,10,11,6,1610612766,CHA,Charlotte,50,24,6,14,0,10,11,11
